xyz	x	y	z	supervoxel_id	root_id	root_side	soma_side	class	type	long_tract
(46640, 75200, 1376)	46640	75200	1376	73608180982530882	648518346479913126	R		DN	DNg12	none
(46265, 75200, 1335)	46265	75200	1335	73608180982402618	648518346485976162	R		DN	DNg12	none
(46203, 75200, 1315)	46203	75200	1315	73608180982361680	648518346491508241	R		DN	DNxn139	none
(46194, 75200, 1333)	46194	75200	1333	73608180982420610	648518346494092402	R		DN	DNg12	none
(46186, 75200, 1339)	46186	75200	1339	73608180982423120	648518346479189202	R		DN	DNg12	none
(46152, 75200, 1356)	46152	75200	1356	73608180982471707	648518346500138165	R		DN	DNxn139	none
(46257, 75200, 1364)	46257	75200	1364	73608180982495401	648518346491946284	R		DN	DNnt008	none
(46267, 75200, 1357)	46267	75200	1357	73608180982484813	648518346495872780	R		DN	DNg12	none
(46385, 75200, 1370)	46385	75200	1370	73608180982511715	648518346477433239	R		DN	DNnt008	none
(46424, 75200, 1363)	46424	75200	1363	73608180982511753	648518346488512781	R		DN	DNg12	none
(46780, 75200, 1393)	46780	75200	1393	73608180982575783	648518346503936808	R		DN	DNxn108	none
(46763, 75200, 1400)	46763	75200	1400	73608180982589018	648518346502195014	R		DN	DNg12	none
(46635, 75200, 1414)	46635	75200	1414	73608180982591841	648518346464845685	R		DN	DNg35	MTD-I
(46277, 75200, 1422)	46277	75200	1422	73608181049377494	648518346514233387	R		DN	DNp33	ITD
(47858, 75200, 1415)	47858	75200	1415	73678549726470232	648518346488514744	R	L	MN		
(47716, 75200, 1440)	47716	75200	1440	73678549793558270	648518346509714214	R		DN	DNg26	DLT
(47900, 75200, 1445)	47900	75200	1445	73678549793559976	648518346512141503	R	L	AN	AN27X017	
(47534, 75200, 1416)	47534	75200	1416	73678549726479038	648518346472659465	R	L	AN	AN19B036	
(47279, 75200, 1400)	47279	75200	1400	73678549726432818	648518346477826711	R	L	AN	AN27X018	
(47139, 75200, 1387)	47139	75200	1387	73678549726414894	648518346485806532	R		DN	DNxn990	DLT
(47441, 75200, 1428)	47441	75200	1428	73678549793417913	648518346507275129	R		DN	DNg26	DLT
(47529, 75200, 1435)	47529	75200	1435	73678549793544293	648518346478901712	R	L	AN	AN27X008	
(47227, 75200, 1431)	47227	75200	1431	73678549793538653	648518346490870136	R		DN	DNc01	DLT
(46970, 75200, 1440)	46970	75200	1440	73608181049468183	648518346489297260	R		DN	DNxl122	MTD-I
(47173, 75200, 1456)	47173	75200	1456	73678549793580568	648518346478571604	R		DN	DNad004	DLT
(47404, 75200, 1455)	47404	75200	1455	73678549793575088	648518346500194559	R	L	AN	AN02A001	
(47686, 75200, 1457)	47686	75200	1457	73678549793590195	648518346495990845	R		DN	DNxn976	DLT
(47797, 75200, 1462)	47797	75200	1462	73678549793575092	648518346499568197	R		DN	DNxn991	DLT
(47718, 75200, 1468)	47718	75200	1468	73678549793610160	648518346517412645	R	R	AN	AN27X017	
(47958, 75200, 1475)	47958	75200	1475	73678549793595522	648518346501133656	R		DN	DNxl070	DLT
(47941, 75200, 1464)	47941	75200	1464	73678549793595534	648518346515107143	R		DN	DNxn972	DLT
(47848, 75200, 1474)	47848	75200	1474	73678549793608406	648518346466540142	R		other		
(47782, 75200, 1479)	47782	75200	1479	73678549793617844	648518346420672019	R		other		
(47730, 75200, 1483)	47730	75200	1483	73678549793628147	648518346420678163	R		other		
(47564, 75200, 1487)	47564	75200	1487	73678549793626476	648518346508959039	R	L	AN	AN19B019	
(47397, 75200, 1490)	47397	75200	1490	73678549793644524	648518346478193621	R	L	AN	AN19B024	
(47291, 75200, 1511)	47291	75200	1511	73678549793679336	648518346496566018	R		DN	DNad006	DLT
(47176, 75200, 1477)	47176	75200	1477	73678549793621446	648518346493316672	R	L	AN	AN19B028	
(47743, 75200, 1514)	47743	75200	1514	73678549793703073	648518346494738743	R	L	AN	AN19B036	
(47890, 75200, 1499)	47890	75200	1499	73678549793667706	648518346499578693	R		DN	DNg109	DLT
(47787, 75200, 1488)	47787	75200	1488	73678549793633804	648518346488066583	R		AN	ANXXX214	
(47890, 75200, 1508)	47890	75200	1508	73678549793688468	648518346478714320	R		DN	DNfl016	DLT
(47843, 75200, 1520)	47843	75200	1520	73678549793714525	648518346492679342	R		DN	DNfl994	DLT
(47681, 75200, 1533)	47681	75200	1533	73678549793748016	648518346500891158	R	R	AN	INXXX466	
(47549, 75200, 1533)	47549	75200	1533	73678549793748191	648518346474408557	R	L	AN	AN19B009	
(47551, 75200, 1538)	47551	75200	1538	73678549793757871	648518346498173522	R	R	AN	AN19B051	
(47421, 75200, 1538)	47421	75200	1538	73678549793814858	648518346497360769	R	L	AN	AN03B009	
(47404, 75200, 1526)	47404	75200	1526	73678549793728441	648518346512848030	R	L	AN	AN19B009	
(47871, 75200, 1470)	47871	75200	1470	73678549793600998	648518346500764083	R	L	other		
(47380, 75200, 1554)	47380	75200	1554	73678549860564381	648518346506426914	R		DN	DNg97	DLT
(46960, 75200, 1545)	46960	75200	1545	73608181049718362	648518346494357243	R		DN	DNg100	DLT
(47009, 75200, 1513)	47009	75200	1513	73608181049652350	648518346493854265	R		DN	DNg75	DLT
(46705, 75200, 1504)	46705	75200	1504	73608181049639261	648518346482876201	R	R	AN	AN11B012	
(46933, 75200, 1487)	46933	75200	1487	73608181049588329	648518346492283843	R	L	AN	AN06B011	
(47053, 75200, 1471)	47053	75200	1471	73608181049529471	648518346484172573	R	R	AN	ANXXX165	
(46936, 75200, 1464)	46936	75200	1464	73608181049544407	648518346459653892	R		DN	DNut059	none
(46766, 75200, 1460)	46766	75200	1460	73608181049529468	648518346500605289	R		DN	DNfl029	none
(46786, 75200, 1474)	46786	75200	1474	73608181049562243	648518346495900477	R		DN	DNxn170	DMT
(46668, 75200, 1480)	46668	75200	1480	73608181049575046	648518346476796688	R		DN	DNg41	ITD
(46541, 75200, 1486)	46541	75200	1486	73608181049569624	648518346486082450	R	L	AN	AN19B093	
(46528, 75200, 1503)	46528	75200	1503	73608181049613966	648518346497000577	R		DN	DNxn148	none
(46501, 75200, 1516)	46501	75200	1516	73608181049673144	648518346500279221	R	L	AN	AN19B059	
(46523, 75200, 1533)	46523	75200	1533	73608181049707534	648518346517528680	R		DN	DNnt018	none
(46666, 75200, 1526)	46666	75200	1526	73608181049688413	648518346500416316	R	R	AN	AN12A017	
(46776, 75200, 1523)	46776	75200	1523	73608181049683253	648518346482968228	R		DN	DNnt007	none
(46788, 75200, 1530)	46788	75200	1530	73608181049701487	648518346480656352	R		DN	DNg12	none
(46658, 75200, 1536)	46658	75200	1536	73608181049757911	648518346491433233	R		DN	DNg12	none
(46734, 75200, 1542)	46734	75200	1542	73608181049722822	648518346504614278	R		DN	DNg12	none
(46793, 75200, 1535)	46793	75200	1535	73608181049735475	648518346481119887	R		DN	DNg12	none
(46631, 75200, 1544)	46631	75200	1544	73608181049756992	648518346508933754	R		DN	DNfl029	none
(46570, 75200, 1552)	46570	75200	1552	73608181116524721	648518346475026488	R		DN	DNnt007	none
(46536, 75200, 1550)	46536	75200	1550	73608181116494387	648518346476679440	R		DN	DNxn139	none
(46693, 75200, 1554)	46693	75200	1554	73608181116479977	648518346467404295	R	L	AN	AN19B025	
(46796, 75200, 1566)	46796	75200	1566	73608181116596506	648518346494446450	R	L	AN	AN19B049	
(46911, 75200, 1586)	46911	75200	1586	73608181116642386	648518346479748581	R		DN	DNg14	DLT
(47262, 75200, 1588)	47262	75200	1588	73678549860773870	648518346499891340	R	L	AN	AN19B017	
(47186, 75200, 1572)	47186	75200	1572	73678549860724215	648518346490003251	R	L	AN	AN19B044	
(47083, 75200, 1567)	47083	75200	1567	73608181116562452	648518346500030463	R	L	AN	AN19B044	
(47188, 75200, 1556)	47188	75200	1556	73678549860669743	648518346496526900	R	L	AN	AN19B032	
(47149, 75200, 1610)	47149	75200	1610	73678549860819814	648518346492171403	R		DN	DNxn164	DMT
(46742, 75200, 1611)	46742	75200	1611	73608181116711916	648518346494080626	R		DN	DNg74	DLT
(46663, 75200, 1595)	46663	75200	1595	73608181116623230	648518346492221311	R	L	AN	AN19B022	
(46506, 75200, 1587)	46506	75200	1587	73608181116599063	648518346479346642	R		DN	DNxl103	none
(46536, 75200, 1606)	46536	75200	1606	73608181116658268	648518346491844113	R	L	AN	AN19B001	
(46509, 75200, 1619)	46509	75200	1619	73608181116706790	648518346495562384	R		DN	DNg76	DLT
(46489, 75200, 1643)	46489	75200	1643	73608181116780229	648518346470588414	R	L	AN	AN19B001	
(46975, 75200, 1638)	46975	75200	1638	73608181116785725	648518346484466691	R		DN	DNg93	DLT
(47223, 75200, 1663)	47223	75200	1663	73678549860925136	648518346492503167	R		DN	DNxl049	DLT
(47534, 75200, 1692)	47534	75200	1692	73678549927758778	648518346474535874	R		DN	DNxl130	DLT
(46801, 75200, 1670)	46801	75200	1670	73608181116796423	648518346493881079	R		DN	DNg108	DLT
(46413, 75200, 1666)	46413	75200	1666	73608181116834279	648518346495568719	R		DN	DNfl036	none
(46195, 75200, 1666)	46195	75200	1666	73608181116925392	648518346467415559	R	L	AN	AN06B040	
(46192, 75200, 1653)	46192	75200	1653	73608181116785543	648518346495184463	R		DN	DNxl072	DMT
(46234, 75200, 1637)	46234	75200	1637	73608181116772925	648518346497815030	R		DN	DNxl126	DMT
(46389, 75200, 1628)	46389	75200	1628	73608181116725117	648518346488565085	R		DN	DNg12	none
(46312, 75200, 1622)	46312	75200	1622	73608181116719801	648518346499263975	R		DN	DNg12	none
(46308, 75200, 1616)	46308	75200	1616	73608181116699246	648518346486728324	R	R	AN	INXXX194	
(46298, 75200, 1610)	46298	75200	1610	73608181116689250	648518346496835244	R		DN	DNg46	DMT
(46374, 75200, 1600)	46374	75200	1600	73608181116650668	648518346487278762	R		DN	DNxl073	DMT
(46366, 75200, 1593)	46366	75200	1593	73608181116639393	648518346496628708	R		DN	DNnt007	none
(46362, 75200, 1585)	46362	75200	1585	73608181116618082	648518346517094437	R		DN	DNnt017	none
(46290, 75200, 1576)	46290	75200	1576	73608181116589293	648518346485912456	R		DN	DNnt013	none
(46428, 75200, 1571)	46428	75200	1571	73608181116591718	648518346499168347	R		DN	DNfl040	none
(46597, 75200, 1567)	46597	75200	1567	73608181116562433	648518346479925414	R		DN	DNg12	none
(46575, 75200, 1573)	46575	75200	1573	73608181116584515	648518346485905032	R		DN	DNg12	none
(46671, 75200, 1573)	46671	75200	1573	73608181116584524	648518346517511784	R		DN	DNfl031	none
(46519, 75200, 1558)	46519	75200	1558	73608181116535648	648518346489902033	R		DN	DNg12	none
(46563, 75200, 1561)	46563	75200	1561	73608181116562472	648518346480776448	R		DN	DNnt007	none
(47658, 75200, 1701)	47658	75200	1701	73678549927769740	648518346491775400	R	L	AN	AN19B014	
(47830, 75200, 1715)	47830	75200	1715	73678549927760049	648518346500247356	R		DN	DNg50	DLT
(47449, 75200, 1721)	47449	75200	1721	73678549927792879	648518346474363330	R		DN	DNg74	DLT
(47832, 75200, 1745)	47832	75200	1745	73678549927826924	648518346489888283	R		DN	DNxn147	DLT
(47606, 75200, 1756)	47606	75200	1756	73678549927838198	648518346477780949	R		DN	DNxl129	DLT
(47518, 75200, 1782)	47518	75200	1782	73678549927854509	648518346497090328	R		DN	DNfl037	none
(47260, 75200, 1791)	47260	75200	1791	73678549927863104	648518346489293509	R		DN	DNxl080	DLT
(46824, 75200, 1798)	46824	75200	1798	73608181183974452	648518346499625868	R		DN	DNfl037	none
(46819, 75200, 1786)	46819	75200	1786	73608181183946126	648518346489369964	R		DN	DNut062	DLT
(46596, 75200, 1794)	46596	75200	1794	73608181183956211	648518346479639488	R		DN	DNd03	DLT
(46716, 75200, 1777)	46716	75200	1777	73608181183937834	648518346485981026	R		DN	DNg61	DLT
(46515, 75200, 1775)	46515	75200	1775	73608181183937806	648518346485645950	R		DN	DNg17	DLT
(46642, 75200, 1763)	46642	75200	1763	73608181183919117	648518346491877932	R		DN	DNfl030	none
(46787, 75200, 1751)	46787	75200	1751	73608181183891078	648518346483510959	R		DN	DNxl119	DLT
(46870, 75200, 1771)	46870	75200	1771	73608181183933265	648518346474636738	R		DN	DNg32	DLT
(46998, 75200, 1722)	46998	75200	1722	73608181183778509	648518346484402691	R		DN	DNxl134	DLT
(46652, 75200, 1702)	46652	75200	1702	73608181183733561	648518346484096807	R		DN	DNxl099	DLT
(46483, 75200, 1684)	46483	75200	1684	73608181183699138	648518346517246506	R		DN	DNg52	DLT
(46689, 75200, 1724)	46689	75200	1724	73608181183778515	648518346484795213	R	L	AN	ANXXX002	
(46424, 75200, 1714)	46424	75200	1714	73608181183791648	648518346492163523	R		DN	DNg73	none
(46360, 75200, 1706)	46360	75200	1706	73608181183754609	648518346496333836	R	L	AN	AN19B004	
(46267, 75200, 1726)	46267	75200	1726	73608181183819909	648518346492952348	R		DN	DNp08	DMT
(46530, 75200, 1743)	46530	75200	1743	73608181183850109	648518346498878785	R		DN	DNfl042	none
(46350, 75200, 1742)	46350	75200	1742	73608181183840622	648518346498232084	R	L	AN	AN07B071	
(46414, 75200, 1758)	46414	75200	1758	73608181183877776	648518346498529329	R	L	AN	AN01A001	
(46527, 75200, 1763)	46527	75200	1763	73608181183896646	648518346511100981	R		DN	DNg72	DMT
(46341, 75200, 1768)	46341	75200	1768	73608181183909675	648518346512151487	R	L	AN	AN19B042	
(46294, 75200, 1779)	46294	75200	1779	73608181183940073	648518346491960620	R		DN	DNg72	DMT
(46395, 75200, 1788)	46395	75200	1788	73608181183963311	648518346502948083	R	L	AN	AN23B004	
(46127, 75200, 1794)	46127	75200	1794	73608181183952253	648518346481419663	R		DN	DNg48	none
(46108, 75200, 1813)	46108	75200	1813	73608181250686556	648518346501642569	R		DN	DNfl041	VLT
(46292, 75200, 1804)	46292	75200	1804	73608181250588760	648518346500559795	R		DN	DNxl100	VLT
(45926, 75200, 1780)	45926	75200	1780	73608181183940089	648518346492117615	R	L	AN	ANXXX006	
(45855, 75200, 1793)	45855	75200	1793	73608181183969878	648518346487523563	R		DN	DNg64	VLT
(47265, 75200, 1694)	47265	75200	1694	73678549927754301	648518346479332028	R	R	AN	AN27X004	
(46059, 75200, 1753)	46059	75200	1753	73608181183909692	648518346481293455	R		DN	DNb05	DMT
(46036, 75200, 1721)	46036	75200	1721	73608181183794037	648518346500804457	R		DN	DNp14	ITD
(45759, 75200, 1722)	45759	75200	1722	73608181183786669	648518346475212897	R		DN	DNxl113	DMT
(45818, 75200, 1706)	45818	75200	1706	73608181183765805	648518346472921956	R		DN	DNa11	DMT
(45826, 75200, 1687)	45826	75200	1687	73608181183723004	648518346487931860	R	L	AN	AN07B069	
(45987, 75200, 1673)	45987	75200	1673	73608181116866134	648518346489545945	R		DN	DNg94	ITD
(45654, 75200, 1686)	45654	75200	1686	73608181183699130	648518346487024867	R	L	AN	AN07B037	
(45448, 75200, 1705)	45448	75200	1705	73608181183748977	648518346472477746	R	L	AN	AN07B082	
(45595, 75200, 1714)	45595	75200	1714	73608181183778529	648518346490293002	R		DN	DNxl085	DMT
(45455, 75200, 1737)	45455	75200	1737	73608181183824585	648518346486437581	R		DN	DNg37	DMT
(45730, 75200, 1743)	45730	75200	1743	73608181183854818	648518346495269199	R		DN	DNg38	DMT
(45543, 75200, 1750)	45543	75200	1750	73608181183859390	648518346482983102	R		DN	DNg90	DMT
(45573, 75200, 1773)	45573	75200	1773	73608181183946122	648518346500455861	R	L	AN	AN07B017	
(45681, 75200, 1763)	45681	75200	1763	73608181183909668	648518346493809294	R	R	AN	AN04B023	
(45453, 75200, 1795)	45453	75200	1795	73608181184064920	648518346486077320	R		DN	DNfl018	VLT
(45384, 75200, 1786)	45384	75200	1786	73608181183946087	648518346510978946	R		DN	DNg19	VLT
(45362, 75200, 1769)	45362	75200	1769	73608181183909682	648518346481607101	R		DN	DNxl133	DMT
(45460, 75200, 1812)	45460	75200	1812	73608181250693876	648518346493893623	R		DN	DNxl104	VLT
(45421, 75200, 1804)	45421	75200	1804	73608181250585509	648518346506509346	R		DN	DNxl067	VLT
(45556, 75200, 1800)	45556	75200	1800	73608181183966175	648518346494041735	R		DN	DNfl032	VLT
(45703, 75200, 1811)	45703	75200	1811	73608181250699895	648518346488494520	R		DN	DNxl086	VLT
(45244, 75200, 1818)	45244	75200	1818	73608181250711508	648518346511533424	R		DN	DNg54	VLT
(45210, 75200, 1798)	45210	75200	1798	73608181183963363	648518346484522573	R		DN	DNxl116	VLT
(46048, 75200, 1695)	46048	75200	1695	73608181183760297	648518346486480636	R		DN	DNb06	DMT
(46285, 75200, 1445)	46285	75200	1445	73608181049484265	648518346488178462	R	L	AN	AN19B076	
(46347, 75200, 1446)	46347	75200	1446	73608181049486778	648518346491345350	R	L	AN	AN06A112	
(46419, 75200, 1449)	46419	75200	1449	73608181049489521	648518346507240057	R	L	AN	AN19B059	
(46495, 75200, 1453)	46495	75200	1453	73608181049509731	648518346495748715	R	L	AN	vMS13	
(46492, 75200, 1459)	46492	75200	1459	73608181049519298	648518346474677442	R	L	AN	AN19B099	
(46597, 75200, 1457)	46597	75200	1457	73608181049516861	648518346479175868	R		DN	DNa06	ITD
(46568, 75200, 1464)	46568	75200	1464	73608181049531916	648518346497808886	R	L	AN	AN19B099	
(46653, 75200, 1467)	46653	75200	1467	73608181049541965	648518346480531713	R	L	AN	AN19B059	
(46586, 75200, 1472)	46586	75200	1472	73608181049554914	648518346485968018	R		DN	DNnt013	none
(46528, 75200, 1474)	46528	75200	1474	73608181049559845	648518346488747498	R	L	AN	AN19B065	
(46519, 75200, 1469)	46519	75200	1469	73608181049537030	648518346479621270	R	L	AN	AN19B060	
(46441, 75200, 1462)	46441	75200	1462	73608181049531948	648518346496504661	R	L	AN	AN19B061	
(46461, 75200, 1470)	46461	75200	1470	73608181049549671	648518346490777635	R	L	AN	AN19B074	
(46397, 75200, 1467)	46397	75200	1467	73608181049537034	648518346481263461	R	L	AN	AN19B061	
(46365, 75200, 1459)	46365	75200	1459	73608181049529497	648518346502869115	R	L	AN	AN19B076	
(46374, 75200, 1452)	46374	75200	1452	73608181049502231	648518346493562360	R	L	AN	AN19B101	
(46430, 75200, 1456)	46430	75200	1456	73608181049519348	648518346467416327	R	L	AN	AN19B046	
(46305, 75200, 1451)	46305	75200	1451	73608181049516933	648518346488408760	R	L	AN	AN19B079	
(46272, 75200, 1452)	46272	75200	1452	73608181049497163	648518346482488361	R	L	AN	AN07B063	
(46178, 75200, 1446)	46178	75200	1446	73608181049497156	648518346507528825	R		SA	DMT_DMetaN	DMT
(46191, 75200, 1456)	46191	75200	1456	73608181049509659	648518346515711562	R		SA	DMT_DMetaN	DMT
(46182, 75200, 1464)	46182	75200	1464	73608181049531940	648518346491561534	R		SA	DMT_DMetaN	DMT
(46093, 75200, 1472)	46093	75200	1472	73608181049539522	648518346511890544	R		SA	DMT_DMetaN	DMT
(46028, 75200, 1459)	46028	75200	1459	73608181049514467	648518346467012334	R		SA	DMT_DMetaN	DMT
(46031, 75200, 1450)	46031	75200	1450	73608181049497149	648518346486536580	R		SA	DMT_DMetaN	DMT
(45944, 75200, 1439)	45944	75200	1439	73608181049478936	648518346479752342	R		SA	DMT_DMetaN	DMT
(45921, 75200, 1448)	45921	75200	1448	73608181049492059	648518346480012710	R		doubleseed		
(45888, 75200, 1461)	45888	75200	1461	73608181049521655	648518346481605821	R		SA	DMT_DMetaN	DMT
(45988, 75200, 1471)	45988	75200	1471	73608181049549635	648518346494877106	R		SA	DMT_DMetaN	DMT
(45901, 75200, 1476)	45901	75200	1476	73608181049569623	648518346459866628	R		SA	DMT_DMetaN	DMT
(46078, 75200, 1487)	46078	75200	1487	73608181049593441	648518346480845533	R		SA	DMT_DMetaN	DMT
(46187, 75200, 1482)	46187	75200	1482	73608181049583087	648518346467012590	R		SA	DMT_DMetaN	DMT
(46303, 75200, 1479)	46303	75200	1479	73608181049564741	648518346482888233	R	L	AN	AN19B079	
(46276, 75200, 1472)	46276	75200	1472	73608181049549639	648518346520753718	R	L	AN	AN19B079	
(46316, 75200, 1465)	46316	75200	1465	73608181049534553	648518346531527450	R	L	AN	AN07B076	
(46252, 75200, 1463)	46252	75200	1463	73608181049534534	648518346486908924	R	L	AN	AN19B102	
(46312, 75200, 1488)	46312	75200	1488	73608181049593449	648518346521668345	R	L	AN	AN19B063	
(46363, 75200, 1477)	46363	75200	1477	73608181049575058	648518346496169045	R	L	AN	AN19B063	
