class	cell_id	supervoxel_id	root_id	group	side	type	systematic_type	synonyms	comment	soma_division	neuropil	hemilineage	manc_match_id	manc_group	manc_type	fanc_type	xyz
AN	13164	73185968718806826	648518346489882329	648518346466137392	L	AN01B011	AN01B011			T2	ml	01B	14128	14128	AN01B011		(34565, 75200, 1775)
AN	13638	73537812506619650	648518346491241761	648518346466137392	R	AN01B011	AN01B011			T3	hl	01B	15699	15699	AN01B011		(43731, 75200, 1816)
AN	13086	73537812506656845	648518346503213179	648518346466137392	R	AN01B011	AN01B011			T2	ml	01B	15694	14128	AN01B011		(44006, 75200, 1834)
AN	12530	73185968718850460	648518346467419399	648518346467419399	L	AN01B014	AN01B014			T1	fl	01B	18326	18326	AN01B014		(34614, 75200, 1790)
AN	12523	73537812506674987	648518346486774989	648518346467419399	R	AN01B014	AN01B014			T1	fl	01B	154469	18326	AN01B014		(43635, 75200, 1842)
AN	12536	73397075085518991	648518346492928242	648518346492928242	R	AN01B018	AN01B018			T1	fl	01B	19883	19883	AN01B018		(39090, 75200, 2029)
AN	12534	73326706341294809	648518346526408407	648518346492928242	L	AN01B018	AN01B018			T1	fl	01B	21487	19883	AN01B018		(37712, 75200, 2007)
AN	12781	73678549793575088	648518346500194559	648518346500194559	R	AN02A001	AN02A001			T2	xn	02A	10137	10098	AN02A001		(47404, 75200, 1455)
AN	12768	73115599907309663	648518346511312514	648518346500194559	L	AN02A001	AN02A001			T2	xn	02A	10098	10098	AN02A001		(31411, 75200, 1570)
AN	12782	73397074749852578	648518346470605822	648518346470605822	L	AN02A002	AN02A002			T2	xn	02A	10180	10180	AN02A002		(39124, 75200, 1326)
AN	12842	73467443426981315	648518346490257435	648518346470605822	R	AN02A002	AN02A002			T2	xn	02A	10512	10180	AN02A002		(41772, 75200, 1209)
AN	12837	73537812372455010	648518346504323052	648518346504323052	R	AN02A005	AN02A005			T2	xn	02A	11096	11096	AN02A005		(44577, 75200, 1587)
AN	12846	73256337328579464	648518346507267144	648518346504323052	L	AN02A005	AN02A005			T2	xn	02A	19397	11096	AN02A005		(35005, 75200, 1428)
AN	12869	73537812305453783	648518346497402648	648518346497402648	R	AN02A009	AN02A009			T2	xn	02A	13058	12608	AN02A009		(43881, 75200, 1498)
AN	12882	73256337328783645	648518346500320984	648518346497402648	L	AN02A009	AN02A009			T2	xn	02A	12608	12608	AN02A009		(36233, 75200, 1508)
AN	12429	73467443427017880	648518346489938995	648518346489859709	R	AN02A016	AN02A016			T1	xn	02A	13761	13761	AN02A016		(41359, 75200, 1240)
AN	12424	73326705938385432	648518346489859709	648518346489859709	L	AN02A016	AN02A016			T1	xn	02A	14678	13761	AN02A016		(37110, 75200, 1279)
AN	12456	73537812171105201	648518346481110016	648518346481110016	R	AN02A017	AN02A017			T1	nt	02A	13062	13062	AN02A017		(44268, 75200, 1210)
AN	12459	73115599840043784	648518346517677860	648518346481110016	R	AN02A017	AN02A017			T1	nt	02A	16102	13062	AN02A017		(32744, 75200, 1432)
AN	13283	73256337328682954	648518346493989664	648518346493989664	R	AN02A022	AN02A022			T3	xn	02A	15341	15341	AN02A022		(36040, 75200, 1468)
AN	13245	73537812238364112	648518346524267781	648518346493989664	R	AN02A022	AN02A022			T3	xn	02A	100663	15341	AN02A022		(44470, 75200, 1371)
AN	12447	73256337194161118	648518346500217094	648518346500217094	L	AN02A025	AN02A025			T1	xn	02A	17296	17296	AN02A025		(36585, 75200, 1248)
AN	12437	73467443427037784	648518346504084064	648518346500217094	R	AN02A025	AN02A025			T1	xn	02A	18032	17296	AN02A025		(41081, 75200, 1245)
AN	12445	73256337194184518	648518346486114402	648518346486114402	R	AN02A046	AN02A046			T1	xn	02A	25466	23161	AN02A046		(36457, 75200, 1252)
AN	12452	73467443427027395	648518346488647049	648518346486114402	R	AN02A046	AN02A046			T1	xn	02A	23161	23161	AN02A046		(41197, 75200, 1238)
AN	12582	73185968517273853	648518346472473138	648518346472473138	L	AN03A002	AN03A002			T1	xn	03A	10604	10604	AN03A002		(34746, 75200, 1354)
AN	12669	73537812171239765	648518346501326733	648518346472473138	R	AN03A002	AN03A002			T1	xn	03A	11069	10604	AN03A002		(44531, 75200, 1263)
AN	13190	73678549793814858	648518346497360769	648518346497360769	L	AN03B009	AN03B009			T2	xn	03B	10429	10429	AN03B009		(47421, 75200, 1538)
AN	13073	73115599907459447	648518346499503451	648518346497360769	R	AN03B009	AN03B009			T2	xn	03B	10502	10429	AN03B009		(31344, 75200, 1628)
AN	13425	73537812372628370	648518346491166755	648518346491166755	R	AN03B011	AN03B011			T3	hl	03B	10610	10550	AN03B011		(43774, 75200, 1656)
AN	13108	73256337395697775	648518346500624053	648518346491166755	L	AN03B011	AN03B011			T2	ml	03B	10470	10452	AN03B011		(35889, 75200, 1576)
AN	13509	73256337395727283	648518346502003562	648518346491166755	L	AN03B011	AN03B011			T3	hl	03B	10550	10550	AN03B011		(35245, 75200, 1591)
AN	13062	73537812372568512	648518346531517466	648518346491166755	R	AN03B011	AN03B011			T2	ml	03B	10452	10452	AN03B011		(43710, 75200, 1624)
AN	13068	73537812305567845	648518346489774554	648518346489774554	R	AN03B039	AN03B039			T2	xn	03B	15697	15697	AN03B039		(43588, 75200, 1529)
AN	13170	73326706072949347	648518346501320024	648518346489774554	L	AN03B039	AN03B039			T2	xn	03B	16025	15697	AN03B039		(37035, 75200, 1531)
AN	13511	73537812439469056	648518346475321268	648518346475321268	R	AN03B050	AN03B050			T3	xn	03B	19937	16538	AN03B050		(44583, 75200, 1682)
AN	12689	73537812305603999	648518346483899567	648518346483899567	R	AN03B094	AN03B094			T1	fl	03B	16649	15044	AN03B094		(43092, 75200, 1535)
AN	12686	73326706072997673	648518346500082694	648518346483899567	L	AN03B094	AN03B094			T1	fl	03B	15044	15044	AN03B094		(37184, 75200, 1540)
AN	12681	73185968651602613	648518346477159952	648518346477159952	L	AN03B095	AN03B095			T1	nt	03B	17857	17857	AN03B095		(33585, 75200, 1614)
AN	12691	73608181183786678	648518346479900310	648518346477159952	R	AN03B095	AN03B095			T1	nt	03B	18874	17857	AN03B095		(45183, 75196, 1717)
AN	12466	73326706206997080	648518346500718040	648518346488914161	L	AN04A001	AN04A001			T1	xn	04A	10516	10516	AN04A001		(37452, 75200, 1709)
AN	12988	73467443695381053	648518346488914161	648518346488914161	R	AN04A001	AN04A001			T2	xn	04A	10823	10823	AN04A001		(41683, 75200, 1707)
AN	13580	73467443695400327	648518346491596712	648518346488914161	R	AN04A001	AN04A001			T3	hl	04A	11260	10925	AN04A001		(41231, 75200, 1718)
AN	12462	73467443695400331	648518346496892717	648518346488914161	R	AN04A001	AN04A001			T1	xn	04A	12834	10516	AN04A001		(40980, 75200, 1719)
AN	13599	73326706206965285	648518346501142940	648518346488914161	L	AN04A001	AN04A001			T3	hl	04A	10925	10925	AN04A001		(37530, 75200, 1694)
AN	12925	73326706206888165	648518346502176841	648518346488914161	L	AN04A001	AN04A001			T2	xn	04A	20216	10823	AN04A001		(37306, 75200, 1678)
AN	12967	73537812506711634	648518346486614449	648518346486614449	R	AN04B001	AN04B001			T2	ml	04B	10179	10179	AN04B001		(44177, 75200, 1861)
AN	12455	73537812506699571	648518346486980505	648518346486614449	R	AN04B001	AN04B001			T1	fl	04B	10413	10314	AN04B001		(43528, 75200, 1854)
AN	12473	73185968785676757	648518346491207971	648518346486614449	L	AN04B001	AN04B001			T1	fl	04B	10314	10314	AN04B001		(34521, 75200, 1808)
AN	12957	73185968785740231	648518346494103950	648518346486614449	L	AN04B001	AN04B001			T2	ml	04B	10211	10179	AN04B001		(34277, 75200, 1813)
AN	13609	73467443628369608	648518346476764616	648518346476764616	R	AN04B003	AN04B003			T3	hl	04B	11997	11997	AN04B003		(41673, 75200, 1618)
AN	12682	73326706139690133	648518346497246872	648518346476764616	L	AN04B003	AN04B003			T1	fl	04B	13436	13414	AN04B003		(38315, 75200, 1547)
AN	12652	73467443628462633	648518346486347106	648518346476764616	R	AN04B003	AN04B003			T1	fl	04B	13414	13414	AN04B003		(41855, 75200, 1648)
AN	13636	73326706139939100	648518346499707879	648518346476764616	L	AN04B003	AN04B003			T3	hl	04B	13043	11997	AN04B003		(37329, 75200, 1589)
AN	13128	73326706139917857	648518346500612533	648518346476764616	L	AN04B003	AN04B003			T2	ml	04B	11208	10394	AN04B003		(38224, 75200, 1586)
AN	13061	73467443628295847	648518346509982522	648518346476764616	R	AN04B003	AN04B003			T2	ml	04B	10394	10394	AN04B003		(41365, 75200, 1588)
AN	12910	73185968785555431	648518346475470004	648518346475470004	L	AN04B004	AN04B004		biological variability	T2	ml	04B	#N/A	11885	AN04B004		(34698, 75200, 1802)
AN	12464	73537812573597050	648518346491275194	648518346475470004	R	AN04B004	AN04B004			T1	fl	04B	11885	11885	AN04B004		(43433, 75200, 1937)
AN	12463	73185968785752895	648518346518028392	648518346475470004	L	AN04B004	AN04B004			T1	fl	04B	17395	11885	AN04B004		(34332, 75200, 1823)
AN	12490	73185968718599593	648518346480237990	648518346480237990	L	AN04B023	AN04B023			T1	fl	04B	19912	19114	AN04B023		(34627, 75200, 1690)
AN	13071	73256337328739727	648518346490274075	648518346480237990	L	AN04B023	AN04B023			T2	ml	04B	14013	14013	AN04B023		(36204, 75200, 1490)
AN	13547	73537812305394569	648518346502060650	648518346480237990	R	AN04B023	AN04B023			T3	hl	04B	18473	17924	AN04B023		(43974, 75200, 1467)
AN	13113	73467443628477961	648518346492938414	648518346480237990	R	AN04B023	AN04B023			T2	ml	04B	15288	14013	AN04B023		(42973, 75200, 1658)
AN	12492	73608181183909668	648518346493809294	648518346480237990	R	AN04B023	AN04B023			T1	fl	04B	19114	19114	AN04B023		(45681, 75200, 1763)
AN	13754	73256337328617683	648518346500218630	648518346480237990	L	AN04B023	AN04B023			T3	hl	04B	17924	17924	AN04B023		(35966, 75200, 1442)
AN	12457	73467443628348477	648518346470610686	648518346470610686	R	AN04B051	AN04B051			T1	xn	04B	20275	17490	AN04B051		(41884, 75200, 1611)
AN	12449	73326706139958826	648518346484441639	648518346470610686	L	AN04B051	AN04B051			T1	xn	04B	17490	17490	AN04B051		(37521, 75200, 1595)
AN	13700	73326706341265529	648518346490553180	648518346490553180	R	AN05B004	AN05B004			A8	xn	05B	11670	10327	AN05B004		(37856, 75200, 1986)
AN	13704	73397075085461169	648518346521690617	648518346490553180	L	AN05B004	AN05B004			A8	xn	05B	10327	10327	AN05B004		(40747, 75200, 2002)
AN	13523	73326706341274843	648518346496961837	648518346496961837	R	AN05B005	AN05B005			T3	xn	05B	10142	10142	AN05B005		(37352, 75200, 1991)
AN	13558	73397075085483573	648518346509700995	648518346496961837	L	AN05B005	AN05B005			T3	xn	05B	10159	10142	AN05B005		(40131, 75200, 2004)
AN	12622	73397074951334160	648518346489557337	648518346489557337	L	AN05B006	AN05B006			T1	xn	05B	10758	10603	AN05B006		(39766, 75200, 1775)
AN	13005	73397075018376768	648518346490236955	648518346489557337	L	AN05B006	AN05B006			T2	xn	05B	10241	10221	AN05B006		(39731, 75200, 1867)
AN	12611	73326706207077663	648518346490563164	648518346489557337	R	AN05B006	AN05B006			T1	xn	05B	10603	10603	AN05B006		(38613, 75200, 1746)
AN	12993	73397075018081256	648518346499600222	648518346489557337	R	AN05B006	AN05B006			T2	xn	05B	10221	10221	AN05B006		(39169, 75200, 1802)
AN	12671	73397074951206891	648518346488509423	648518346488509423	L	AN05B007	AN05B007			T1	xl	05B	10419	10381	AN05B007		(40077, 75200, 1722)
AN	12665	73326706207054320	648518346517524522	648518346488509423	R	AN05B007	AN05B007			T1	xl	05B	10381	10381	AN05B007		(38531, 75200, 1724)
AN	13382	73256337597014435	648518346488148304	648518346488148304	R	AN05B009	AN05B009			A3	xn	05B	11360	11360	AN05B009		(36437, 75200, 1949)
AN	13463	73467443829663104	648518346492139147	648518346488148304	L	AN05B009	AN05B009			A3	xn	05B	11387	11360	AN05B009		(41158, 75200, 1996)
AN	13347	73397075085457058	648518346497391640	648518346488148304	L	AN05B009	AN05B009			A2	xl	05B	10266	10266	AN05B009		(40950, 75200, 1987)
AN	13314	73256337597022977	648518346514632391	648518346488148304	R	AN05B009	AN05B009			A2	xl	05B	10874	10266	AN05B009		(36192, 75200, 1954)
AN	12578	73467443829710543	648518346477154760	648518346477154760	L	AN05B010	AN05B010			T1	xl	05B	10174	10174	AN05B010		(41019, 75200, 2025)
AN	12544	73256337597077608	648518346477782492	648518346477154760	R	AN05B010	AN05B010			T1	xl	05B	10591	10174	AN05B010		(36121, 75200, 1980)
AN	13387	73256337597000235	648518346509890249	648518346509890249	L	AN05B015	AN05B015			A1	xn	05B	12226	11835	AN05B015		(36702, 75200, 1944)
AN	13267	73397075085405888	648518346511947632	648518346509890249	R	AN05B015	AN05B015			A1	xn	05B	11835	11835	AN05B015		(40639, 75200, 1966)
AN	12557	73397075085467305	648518346488173854	648518346488173854	L	AN05B017	AN05B017			T1	xl	05B	12129	12129	AN05B017		(39684, 75200, 1993)
AN	12514	73326706341249744	648518346494977418	648518346488173854	R	AN05B017	AN05B017			T1	xl	05B	12264	12129	AN05B017		(37369, 75200, 1965)
AN	13015	73397075018209333	648518346479412412	648518346479412412	R	AN05B021	AN05B021			T2	xl	05B	13792	12350	AN05B021		(39006, 75200, 1809)
AN	13675	73397075085349348	648518346474513602	648518346474513602	L	AN05B023	AN05B023			A6	xn	05B	13187	11960	AN05B023		(39244, 75200, 1938)
AN	13641	73326706341168909	648518346478077653	648518346474513602	R	AN05B023	AN05B023			A6	xn	05B	11960	11960	AN05B023		(38558, 75200, 1937)
AN	13130	73326706341283178	648518346481456485	648518346474513602	L	AN05B023	AN05B023			T2	xn	05B	13441	12652	AN05B023		(37976, 75200, 1999)
AN	13386	73397075085403711	648518346490549514	648518346474513602	R	AN05B023	AN05B023	PPN1		A2	xn	05B	17603	12714	AN05B023		(39492, 75200, 1964)
AN	13710	73397075018648135	648518346491502142	648518346474513602	L	AN05B023	AN05B023			A9	xn	05B	22016	11592	AN05B023		(39565, 75200, 1927)
AN	13701	73326706274211568	648518346493182640	648518346474513602	R	AN05B023	AN05B023			A9	xn	05B	11592	11592	AN05B023		(38258, 75200, 1858)
AN	13402	73326706341256139	648518346503901536	648518346474513602	L	AN05B023	AN05B023	PPN1		A2	xn	05B	12714	12714	AN05B023		(38473, 75202, 1979)
AN	13067	73397075085455167	648518346517414949	648518346474513602	R	AN05B023	AN05B023			T2	xn	05B	12652	12652	AN05B023		(39316, 75200, 1985)
AN	12565	73397075085442873	648518346491232632	648518346491232632	L	AN05B024	AN05B024			T1	xl	05B	12371	12139	AN05B024		(39783, 75200, 1985)
AN	12517	73326706341260986	648518346496275468	648518346491232632	R	AN05B024	AN05B024			T1	xl	05B	12139	12139	AN05B024		(37357, 75200, 1982)
AN	13684	73397075085424234	648518346482876969	648518346482876969	L	AN05B025	AN05B025			A7	xl	05B	12433	12414	AN05B025		(39406, 75200, 1977)
AN	13693	73326706341222359	648518346483300260	648518346482876969	R	AN05B025	AN05B025			A7	xl	05B	12414	12414	AN05B025		(38561, 75200, 1959)
AN	12607	73397075085440812	648518346484036637	648518346484036637	L	AN05B026	AN05B026			T1	xl	05B	12488	11520	AN05B026		(39617, 75200, 1984)
AN	12615	73326706341227836	648518346493914872	648518346484036637	R	AN05B026	AN05B026			T1	xl	05B	11520	11520	AN05B026		(37490, 75200, 1959)
AN	12571	73397075085430456	648518346479571922	648518346479571922	L	AN05B027	AN05B027			T1	xl	05B	12581	12581	AN05B027		(39793, 75200, 1974)
AN	12527	73326706341210945	648518346511753840	648518346479571922	R	AN05B027	AN05B027			T1	xl	05B	12632	12581	AN05B027		(37641, 75200, 1955)
AN	12596	73397075085447247	648518346478896212	648518346478896212	L	AN05B029	AN05B029			T1	xn	05B	13044	12899	AN05B029		(39938, 75200, 1981)
AN	12602	73326706341268484	648518346517987176	648518346478896212	R	AN05B029	AN05B029			T1	xn	05B	12899	12899	AN05B029		(37205, 75200, 1988)
AN	12579	73397075085504837	648518346491179811	648518346491179811	L	AN05B040	AN05B040			T1	xn	05B	15872	14115	AN05B040		(39766, 75200, 2017)
AN	12540	73256337597074859	648518346514659783	648518346491179811	R	AN05B040	AN05B040			T1	xn	05B	14115	14115	AN05B040		(36849, 75200, 1981)
AN	12934	73467443829578158	648518346485643539	648518346485643539	R	AN05B044	AN05B044			T2	fl	05B	17248	17183	AN05B044		(42225, 75200, 1952)
AN	13082	73256337597002875	648518346501328781	648518346485643539	L	AN05B044	AN05B044			T2	fl	05B	17183	17183	AN05B044		(35173, 75200, 1939)
AN	13780	73256337597030224	648518346490866861	648518346490866861	R	AN05B045	AN05B045			A2	xn	05B	15165	15165	AN05B045		(36566, 75200, 1962)
AN	13378	73397075085374554	648518346494118279	648518346490866861	L	AN05B045	AN05B045			A2	xn	05B	17609	15165	AN05B045		(40826, 75200, 1955)
AN	12570	73397075085458957	648518346487582355	648518346487582355	L	AN05B046	AN05B046		difference in number		xn	05B	#N/A	16414	AN05B046		(40178, 75200, 1993)
AN	12550	73326706341281935	648518346491244833	648518346487582355	R	AN05B046	AN05B046			T1	xn	05B	15348	16414	AN05B046		(37273, 75200, 1996)
AN	12541	73397075085474631	648518346500340405	648518346487582355	L	AN05B046	AN05B046			T1	xn	05B	16556	16414	AN05B046		(40073, 75200, 1999)
AN	12503	73256337597054786	648518346504117454	648518346487582355	R	AN05B046	AN05B046			T1	xn	05B	16414	16414	AN05B046		(36769, 75200, 1975)
AN	12589	73326706341280602	648518346496969089	648518346496969089	R	AN05B047	AN05B047			T1	xn	05B	20000	20000	AN05B047		(37349, 75200, 1999)
AN	12987	73326706274257728	648518346490265297	648518346490265297	R	AN05B048	AN05B048			T2	xn	05B	16083	16083	AN05B048		(37669, 75200, 1879)
AN	12940	73397075018448440	648518346495724688	648518346490265297	L	AN05B048	AN05B048			T2	xn	05B	16892	16083	AN05B048		(39857, 75200, 1898)
AN	12964	73256337597046370	648518346484704845	648518346484704845	R	AN05B049	AN05B049			T2	xn	05B	15563	15563	AN05B049		(36494, 75200, 1968)
AN	13007	73397075085469219	648518346488173086	648518346484704845	L	AN05B049	AN05B049			T2	xn	05B	18311	16216	AN05B049		(40576, 75200, 1994)
AN	12972	73397075085412562	648518346493305920	648518346484704845	L	AN05B049	AN05B049			T2	xn	05B	17365	15563	AN05B049		(40597, 75200, 1972)
AN	12980	73256337597076141	648518346509720451	648518346484704845	R	AN05B049	AN05B049			T2	xn	05B	16216	16216	AN05B049		(36305, 75200, 1989)
AN	12956	73256337597026557	648518346511137922	648518346484704845	R	AN05B049	AN05B049			T2	xn	05B	15423	15239	AN05B049		(36630, 75200, 1956)
AN	12976	73397075085469208	648518346521685497	648518346484704845	L	AN05B049	AN05B049			T2	xn	05B	15239	15239	AN05B049		(40489, 75200, 1994)
AN	12982	73326706274307425	648518346476905672	648518346476905672	R	AN05B050	AN05B050			T2	xn	05B	13706	13706	AN05B050		(36959, 75200, 1904)
AN	12970	73326706274281404	648518346478189781	648518346476905672	R	AN05B050	AN05B050			T2	xn	05B	16014	16014	AN05B050		(38040, 75200, 1894)
AN	12966	73256337530135857	648518346481558465	648518346476905672	R	AN05B050	AN05B050			T2	xn	05B	15992	13706	AN05B050		(36854, 75200, 1912)
AN	12974	73397075018494892	648518346489561945	648518346476905672	L	AN05B050	AN05B050			T2	xn	05B	16257	16014	AN05B050		(39917, 75200, 1909)
AN	12969	73326706274253242	648518346494975403	648518346476905672	R	AN05B050	AN05B050			T2	xn	05B	18183	13706	AN05B050		(37748, 75200, 1879)
AN	12989	73397075018484114	648518346495587403	648518346476905672	L	AN05B050	AN05B050			T2	xn	05B	13870	13706	AN05B050		(39859, 75200, 1902)
AN	12944	73397075018416236	648518346507633273	648518346476905672	L	AN05B050	AN05B050			T2	xn	05B	18705	13706	AN05B050		(40690, 75200, 1883)
AN	12936	73256337530343780	648518346475306849	648518346475306849	R	AN05B052	AN05B052			T2	xn	05B	16857	16579	AN05B052		(36849, 75200, 1929)
AN	12986	73256337597064477	648518346486498976	648518346475306849	R	AN05B052	AN05B052			T2	xn	05B	17001	17001	AN05B052		(36575, 75200, 1977)
AN	12994	73397075085445112	648518346486738172	648518346475306849	L	AN05B052	AN05B052			T2	xn	05B	16579	16579	AN05B052		(40642, 75200, 1988)
AN	12960	73397075018445597	648518346502423463	648518346475306849	L	AN05B052	AN05B052			T2	xn	05B	17255	17001	AN05B052		(40724, 75200, 1890)
AN	13628	73397075085474559	648518346489590105	648518346489590105	L	AN05B053	AN05B053			A4	xn	05B	16026	15949	AN05B053		(40946, 75200, 2003)
AN	13629	73256337597033868	648518346491779646	648518346489590105	R	AN05B053	AN05B053			A5	xn	05B	14510	14510	AN05B053		(36415, 75200, 1959)
AN	13534	73256337597041032	648518346494621461	648518346489590105	R	AN05B053	AN05B053			A4	xn	05B	15949	15949	AN05B053		(36209, 75200, 1965)
AN	13584	73397075085451231	648518346507309128	648518346489590105	L	AN05B053	AN05B053			A5	xn	05B	16453	14510	AN05B053		(40743, 75200, 1988)
AN	12998	73397075085440809	648518346483842965	648518346483842965	L	AN05B054	AN05B054			T2	xn	05B	17254	17254	AN05B054		(40538, 75200, 1978)
AN	12947	73256337597071878	648518346486438569	648518346483842965	R	AN05B054	AN05B054			T2	xn	05B	18009	17254	AN05B054		(36339, 75200, 1983)
AN	12552	73397075085401702	648518346479135440	648518346479135440	L	AN05B056	AN05B056			T1	xn	05B	17624	17431	AN05B056		(40584, 75200, 1961)
AN	12501	73397075085408043	648518346491199674	648518346479135440	L	AN05B056	AN05B056			T1	xn	05B	17360	17360	AN05B056		(40714, 75200, 1967)
AN	12576	73256337597041051	648518346517962600	648518346479135440	R	AN05B056	AN05B056			T1	xn	05B	17431	17431	AN05B056		(36663, 75200, 1962)
AN	12653	73397075085494348	648518346502536019	648518346502536019	L	AN05B058	AN05B058			T1	xn	05B	14318	14318	AN05B058		(39874, 75200, 2013)
AN	13621	73326706274246305	648518346487990302	648518346487990302	R	AN05B059	AN05B059			T3	hl	05B	19742	19742	AN05B059		(37840, 75200, 1873)
AN	13631	73397075018476764	648518346502103113	648518346487990302	R	AN05B059	AN05B059			T3	hl	05B	21361	19742	AN05B059		(39789, 75200, 1909)
AN	13616	73326706274209002	648518346478892884	648518346478892884	R	AN05B060	AN05B060			T3	hl	05B	19874	19874	AN05B060		(38083, 75200, 1865)
AN	13645	73467443829371240	648518346502015338	648518346478892884	L	AN05B060	AN05B060			T3	hl	05B	21527	19874	AN05B060		(41199, 75200, 1931)
AN	13650	73467443762928155	648518346475574196	648518346475574196	L	AN05B062	AN05B062			T3	hl	05B	27876	22617	AN05B062		(41147, 75200, 1926)
AN	13567	73256337597037395	648518346488650633	648518346475574196	R	AN05B062	AN05B062			T3	hl	05B	22617	22617	AN05B062		(36497, 75200, 1961)
AN	13643	73397075018456513	648518346489576281	648518346475574196	R	AN05B062	AN05B062			T3	hl	05B	21137	18745	AN05B062		(40608, 75200, 1894)
AN	13592	73256337597016530	648518346512148927	648518346475574196	R	AN05B062	AN05B062			T3	hl	05B	13977	18745	AN05B062		(36665, 75200, 1949)
AN	13623	73256337530151377	648518346517430309	648518346475574196	R	AN05B062	AN05B062			T3	hl	05B	18745	18745	AN05B062		(36762, 75200, 1912)
AN	12996	73397075085478378	648518346492164370	648518346492164370	L	AN05B063	AN05B063			T2	xn	05B	14533	14533	AN05B063		(40414, 75200, 2004)
AN	13593	73397075085447249	648518346495751755	648518346492164370	L	AN05B063	AN05B063			T3	xn	05B	23105	20699	AN05B063		(40731, 75200, 1984)
AN	13529	73256337597046387	648518346507418655	648518346492164370	R	AN05B063	AN05B063			T3	xn	05B	20699	20699	AN05B063		(36415, 75200, 1968)
AN	12952	73256337597049702	648518346511958640	648518346492164370	R	AN05B063	AN05B063			T2	xn	05B	17471	14533	AN05B063		(36305, 75200, 1967)
AN	12559	73397075085376934	648518346477676695	648518346477676695	L	AN05B067	AN05B067			T1	xn	05B	21432	20530	AN05B067		(40898, 75200, 1954)
AN	12521	73397075085399537	648518346479131600	648518346477676695	L	AN05B067	AN05B067			T1	xn	05B	39801	20530	AN05B067		(40672, 75199, 1961)
AN	12573	73256337597062956	648518346494456341	648518346477676695	R	AN05B067	AN05B067			T1	xn	05B	20530	20530	AN05B067		(36601, 75200, 1967)
AN	13589	73397075085432574	648518346490532444	648518346490532444	L	AN05B068	AN05B068			T3	xn	05B	23287	22092	AN05B068		(40646, 75200, 1979)
AN	13607	73397075085436548	648518346492499395	648518346490532444	R	AN05B068	AN05B068			T3	xn	05B	24033	23591	AN05B068		(40723, 75200, 1978)
AN	13545	73256337597033906	648518346517233732	648518346490532444	R	AN05B068	AN05B068			T3	xn	05B	22092	22092	AN05B068		(36570, 75200, 1956)
AN	13602	73256337597002877	648518346526161367	648518346490532444	R	AN05B068	AN05B068			T3	xn	05B	23591	23591	AN05B068		(36638, 75200, 1944)
AN	12574	73256337597037400	648518346475750580	648518346475750580	R	AN05B069	AN05B069			T1	xn	05B	21269	20112	AN05B069		(36778, 75200, 1959)
AN	12511	73397075085426571	648518346481833119	648518346475750580	L	AN05B069	AN05B069			T1	xn	05B	20626	20112	AN05B069		(40772, 75200, 1972)
AN	12577	73256337597051427	648518346490471432	648518346475750580	R	AN05B069	AN05B069			T1	xn	05B	20112	20112	AN05B069		(36786, 75200, 1968)
AN	12546	73397075085481849	648518346517974376	648518346475750580	L	AN05B069	AN05B069			T1	xn	05B	22258	20112	AN05B069		(40474, 75200, 2001)
AN	12545	73256337596830134	648518346482831913	648518346482831913	R	AN05B071	AN05B071			T1	xn	05B	20849	20849	AN05B071		(36791, 75200, 1934)
AN	12528	73256337597065909	648518346494007153	648518346482831913	R	AN05B071	AN05B071			T1	xn	05B	22814	20849	AN05B071		(36364, 75200, 1975)
AN	12505	73256337597071902	648518346494563461	648518346482831913	R	AN05B071	AN05B071			T1	xn	05B	16225	16225	AN05B071		(36695, 75200, 1976)
AN	12533	73397075085410361	648518346487755946	648518346482831913	L	AN05B071	AN05B071			T1	xn	05B	21083	20849	AN05B071		(40569, 75200, 1967)
AN	12959	73326706341216728	648518346492946608	648518346492946608	R	AN05B076	AN05B076			T2	fl	05B	20447	20447	AN05B076		(38906, 75200, 1963)
AN	13124	73326706341272826	648518346496327997	648518346492946608	L	AN05B076	AN05B076			T2	fl	05B	20876	20447	AN05B076		(37969, 75200, 1992)
AN	12496	73326706341279284	648518346470406654	648518346470406654	R	AN05B078	AN05B078			T1	xn	05B	21434	21279	AN05B078		(37179, 75200, 1999)
AN	12606	73256337596833005	648518346481365953	648518346470406654	R	AN05B078	AN05B078			T1	xn	05B	21558	19560	AN05B078		(36772, 75200, 1930)
AN	12531	73397075085422035	648518346488435695	648518346470406654	L	AN05B078	AN05B078			T1	xn	05B	21502	21254	AN05B078		(40687, 75200, 1971)
AN	12591	73256337597044598	648518346489573721	648518346470406654	R	AN05B078	AN05B078			T1	xn	05B	19720	19560	AN05B078		(36684, 75200, 1969)
AN	12663	73397075085426522	648518346490823597	648518346470406654	L	AN05B078	AN05B078			T1	xn	05B	19560	19560	AN05B078		(40420, 75200, 1975)
AN	12551	73326706274438030	648518346492300076	648518346470406654	L	AN05B078	AN05B078			T1	xn	05B	21254	21254	AN05B078		(36920, 75200, 1928)
AN	12509	73467443762775736	648518346490297297	648518346490297297	L	AN05B081	AN05B081			T1	xn	05B	21135	21135	AN05B081		(41236, 75200, 1922)
AN	12549	73326706341274832	648518346501345814	648518346490297297	R	AN05B081	AN05B081			T1	xn	05B	24310	21135	AN05B081		(37120, 75200, 1995)
AN	12507	73326706341287582	648518346496183398	648518346496183398	R	AN05B083	AN05B083			T1	xn	05B	157177	157177	AN05B083		(37253, 75200, 2002)
